model_name,optimizer_name,eps,alpha,success_ratio,avg_queries_success,std_queries_success,avg_l2_dist_success,std_l2_dist_success,avg_obj_value,std_obj_value
cifar10,gwo,0.1,0.0,0.0129870129870129,500.0,0.0,0.0333698242902755,0.0,0.22398657654894,0.2843920569770745
cifar10,info,0.1,0.0,0.2597402597402597,575.0,178.53571071357126,0.055201119184494,0.0029767452235329,0.3460202977279928,0.4576190784760715
cifar10,jade,0.1,0.0,0.2727272727272727,500.0,0.0,0.0580748873097555,0.0047111985612657,0.4590597392722069,0.4690840771498569
cifar10,sade,0.1,0.0,0.2857142857142857,500.0,0.0,0.060809747908603,0.0034549387603728,0.4752112605190207,0.4733111374501332
cifar10,shade,0.1,0.0,0.2597402597402597,500.0,0.0,0.0583122488111257,0.0054187760590198,0.4742433439219043,0.4983468726245711
cifar10,de,0.1,0.1,0.5714285714285714,10340.90909090909,20179.80897042003,0.0716141596944494,0.00611790945916,0.2825853009889652,0.5228702224211556
cifar10,gen,0.1,0.1,0.6233766233766234,4156.25,6240.122402979501,0.0569581678913285,0.0018273998057941,0.3492565118260198,0.3572654106499301
cifar10,gwo,0.1,0.1,0.3116883116883117,11854.166666666666,24585.5136744972,0.0807063900865614,0.020061426115762,0.097459575185528,0.4420814871254085
cifar10,info,0.1,0.1,0.2727272727272727,595.2380952380952,249.7163924214647,0.0551024593767665,0.0018086862095912,0.2706579533708924,0.3552340952327865
cifar10,jade,0.1,0.1,0.5194805194805194,4712.5,7266.2640847962575,0.0616365707479417,0.0060955663163546,0.3141101743880804,0.4453474120787325
cifar10,sade,0.1,0.1,0.3636363636363636,4946.428571428572,18557.02566497693,0.0616858484489577,0.0052031655894519,0.1685897756319541,0.5076698777827231
cifar10,shade,0.1,0.1,0.3766233766233766,3637.931034482759,5489.640010375873,0.0590953654770193,0.0046715561330435,0.3934629944624839,0.390427740437937
cifar10,de,0.2,0.0,0.5974025974025974,500.0,0.0,0.1309612004653267,0.0072820026603495,1.2408350537192414,1.352458142485016
cifar10,gen,0.2,0.0,0.5584415584415584,500.0,0.0,0.1112003799441248,0.0057573640679401,0.8652066974163382,0.9934309553316152
cifar10,gwo,0.2,0.0,0.1038961038961039,500.0,0.0,0.0661346111446619,0.0003784982542232,0.3113045906578115,0.4242300294353746
cifar10,info,0.2,0.0,0.5584415584415584,511.6279069767442,75.35744998148674,0.1079110224233117,0.0059396200632707,0.9822130964279164,1.1484683697674596
cifar10,jade,0.2,0.0,0.5454545454545454,500.0,0.0,0.1137298643589019,0.010587800448991,0.9885963524310764,1.0589707082426651
cifar10,sade,0.2,0.0,0.5844155844155844,500.0,0.0,0.1183167667852507,0.0079356937196777,1.0764238359330995,1.099091274857121
cifar10,shade,0.2,0.0,0.5454545454545454,500.0,0.0,0.1148911285258474,0.0114353740439592,0.988681523880752,0.994436615355773
cifar10,de,0.2,0.1,0.7272727272727273,1357.142857142857,4025.2709377691554,0.1328724405861326,0.0094208757380594,0.5518271547633332,1.287149596182219
cifar10,gen,0.2,0.1,0.974025974025974,1940.0,2645.7009153215586,0.1113870855172475,0.0049182545231834,0.6796536375949909,0.9281393898445334
cifar10,gwo,0.2,0.1,0.5974025974025974,6782.608695652174,20027.33245763449,0.1198514771202336,0.0357874703955068,0.107955698456083,0.6932132164087054
cifar10,info,0.2,0.1,0.5194805194805194,500.0,0.0,0.1087043007835745,0.0050526913536307,0.5255694215666153,0.7664565337141535
cifar10,jade,0.2,0.1,0.8181818181818182,4420.6349206349205,15103.401895044208,0.1152685492757766,0.0132240356468506,0.4314187594822475,0.8762069727876326
cifar10,sade,0.2,0.1,0.7142857142857143,1218.1818181818182,1983.4855371373535,0.1200230255722999,0.0095423288084228,0.414153990033385,1.011299183500051
cifar10,shade,0.2,0.1,0.8831168831168831,6169.117647058823,16087.675748415591,0.111650661291445,0.0110622270392327,0.5925877423255475,0.814187146003953
